source	rule	target	mapping	evidence_scope	source_metadata	guard_and_priority	native_dependencies
lib/block-core.maude	p3109-block-core-007	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-008	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	validBlock(B, FS, FX, S, CS)	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-009	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-010	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-011	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-012	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-013	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	R =/= 0	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-014	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	B >= 1 /\ length(XS) == B /\ validCode(FS, S) /\ validFormat(FR) /\ validBlockProjection(BP, B)	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-015	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-016	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-017	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-core.maude	p3109-block-core-018	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.2-5.4; page=61-63	unconditional; enclosing sort/membership restrictions apply	P3109-PROJECT; P3109-OMEGA-ARITHMETIC; P3109-SEQUENCE{XRealElt} * (sort Seq{XRealElt} to XSeq, op nil to xnil, op cons to xcons); P3109-SEQUENCE{CodeElt} * (sort Seq{CodeElt} to CodeSeq, op nil to cnil, op cons to ccons)
lib/block-ops.maude	p3109-block-ops-001	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-002	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-003	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-004	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-005	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-006	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-007	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-008	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-009	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-010	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-011	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	validBlock(B, FS, FX, S, CS) /\ validFormat(FR) /\ validBlockProjection(BP, B)	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-012	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	B >= 1 /\ length(CS) == B /\ validCodes(FX, CS) /\ validCode(FS, S) /\ validFormat(FR) /\ validBlockProjection(BP, B)	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-013	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	B >= 1 /\ length(CS) == B /\ validCodes(FX, CS) /\ validFormat(FS) /\ validFormat(FR) /\ validProjection(PS) /\ validBlockProjection(BP, B)	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-014	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	validCode(FS, S)	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-015	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	validBlock(B, FS, FX, S, CS) /\ validFormat(FR) /\ validProjection(PS)	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-016	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	validBlock(B, FS, FX, S, CS) /\ validFormat(FR) /\ validProjection(PS)	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-ops.maude	p3109-block-ops-017	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.5-5.6; page=64-68	validBlock(B, FS, FX, S, CS) /\ validBlock(B, FSY, FY, T, DS) /\ validFormat(FR) /\ validProjection(PS)	P3109-BLOCK-CORE; P3109-OMEGA-EXTREMA
lib/block-templates.maude	p3109-template-block-1	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	validBlock(B, FS1, F1, S1, CS1) /\ validCode(FS, S) /\ validFormat(FR) /\ validBlockProjection(BP, B)	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-map-1-nil	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-map-1-cons	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-scaled-1	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	validCode(FS1, S1) /\ validCode(F1, C1) /\ validFormat(FR) /\ validProjection(PS)	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-block-2	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	validBlock(B, FS1, F1, S1, CS1) /\ validBlock(B, FS2, F2, S2, CS2) /\ validCode(FS, S) /\ validFormat(FR) /\ validBlockProjection(BP, B)	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-map-2-nil	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-map-2-cons	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-scaled-2	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	validCode(FS1, S1) /\ validCode(F1, C1) /\ validCode(FS2, S2) /\ validCode(F2, C2) /\ validFormat(FR) /\ validProjection(PS)	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-block-3	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	validBlock(B, FS1, F1, S1, CS1) /\ validBlock(B, FS2, F2, S2, CS2) /\ validBlock(B, FS3, F3, S3, CS3) /\ validCode(FS, S) /\ validFormat(FR) /\ validBlockProjection(BP, B)	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-map-3-nil	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-map-3-cons	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	unconditional; enclosing sort/membership restrictions apply	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-templates.maude	p3109-template-scaled-3	src/operations.jl	family implementation; source guards reviewed	finite source suites; no universal proof	clause=5.7-5.8; page=69-70	validCode(FS1, S1) /\ validCode(F1, C1) /\ validCode(FS2, S2) /\ validCode(F2, C2) /\ validCode(FS3, S3) /\ validCode(F3, C3) /\ validFormat(FR) /\ validProjection(PS)	P3109-BLOCK; P3109-BLOCK; P3109-BLOCK
lib/block-wrappers.maude	p3109-block-Convert	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Convert-nil	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Convert-cons	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-scaled-Convert	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-block-Abs	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Abs-nil	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Abs-cons	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-scaled-Abs	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-block-Negate	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Negate-nil	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Negate-cons	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-scaled-Negate	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-block-CopySign	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-CopySign-nil	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-CopySign-cons	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-scaled-CopySign	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-block-Add	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Add-nil	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Add-cons	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-scaled-Add	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-block-Subtract	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Subtract-nil	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-map-Subtract-cons	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-scaled-Subtract	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
lib/block-wrappers.maude	p3109-block-Multiply	src/generated_operations.jl	generated instance of shared arity kernel	inventory and source family tests	generated instance; follow template label in source	inherits template guards and ordered shared kernel	P3109-BLOCK
